Sr No.,Utterance,Speaker,Emotion,Trigger,Dialogue_ID,Utterance_ID,Episode_No
24811,I think it just fell off.,Chandler,neutral,0.0,2824,8,596.0
24812,Yeah.,Chandler,neutral,0.0,2825,0,597.0
24813,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",Monica,anger,1.0,2825,1,597.0
24814,And we're not a couple of suckers!,Monica,anger,1.0,2825,2,597.0
24815,"I hear ya, Mugsy!",Chandler,neutral,1.0,2825,3,597.0
24816,"But look, all these rooms are fine okay?",Chandler,neutral,1.0,2825,4,597.0
24817,"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",Chandler,anger,1.0,2825,5,597.0
24818,Yeah.,Chandler,neutral,0.0,2826,0,597.0
24819,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",Monica,anger,0.0,2826,1,597.0
24820,And we're not a couple of suckers!,Monica,anger,0.0,2826,2,597.0
24821,"I hear ya, Mugsy!",Chandler,neutral,0.0,2826,3,597.0
24822,"But look, all these rooms are fine okay?",Chandler,neutral,1.0,2826,4,597.0
24823,"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",Chandler,anger,1.0,2826,5,597.0
24824,"Okay,",Monica,neutral,0.0,2826,6,597.0
24825,Yeah.,Chandler,neutral,0.0,2827,0,597.0
24826,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",Monica,anger,1.0,2827,1,597.0
24827,And we're not a couple of suckers!,Monica,anger,1.0,2827,2,597.0
24828,"I hear ya, Mugsy!",Chandler,neutral,1.0,2827,3,597.0
24829,"But look, all these rooms are fine okay?",Chandler,neutral,1.0,2827,4,597.0
24830,"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",Chandler,anger,1.0,2827,5,597.0
24831,"Okay,",Monica,neutral,0.0,2827,6,597.0
24832,Nothing! It's over! Dammit! This is regularly scheduled programming!,Chandler,anger,1.0,2827,7,597.0
24833,Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?,Monica,disgust,0.0,2827,8,597.0
24834,Yeah.,Chandler,neutral,0.0,2828,0,597.0
24835,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",Monica,anger,1.0,2828,1,597.0
24836,And we're not a couple of suckers!,Monica,anger,1.0,2828,2,597.0
24837,"I hear ya, Mugsy!",Chandler,neutral,1.0,2828,3,597.0
24838,"But look, all these rooms are fine okay?",Chandler,neutral,0.0,2828,4,597.0
24839,"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",Chandler,anger,0.0,2828,5,597.0
24840,"Okay,",Monica,neutral,0.0,2828,6,597.0
24841,Nothing! It's over! Dammit! This is regularly scheduled programming!,Chandler,anger,1.0,2828,7,597.0
24842,Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?,Monica,disgust,1.0,2828,8,597.0
24843,"Oh, I'm sorry, am I getting in the way of all the room switching fun?",Chandler,anger,1.0,2828,9,597.0
24844,"Hey, don't blame me for wigging tonight!",Monica,anger,0.0,2828,10,597.0
24845,Yeah.,Chandler,neutral,0.0,2829,0,597.0
24846,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",Monica,anger,1.0,2829,1,597.0
24847,And we're not a couple of suckers!,Monica,anger,1.0,2829,2,597.0
24848,"I hear ya, Mugsy!",Chandler,neutral,1.0,2829,3,597.0
24849,"But look, all these rooms are fine okay?",Chandler,neutral,0.0,2829,4,597.0
24850,"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",Chandler,anger,0.0,2829,5,597.0
24851,"Okay,",Monica,neutral,0.0,2829,6,597.0
24852,Nothing! It's over! Dammit! This is regularly scheduled programming!,Chandler,anger,1.0,2829,7,597.0
24853,Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?,Monica,disgust,1.0,2829,8,597.0
24854,"Oh, I'm sorry, am I getting in the way of all the room switching fun?",Chandler,anger,1.0,2829,9,597.0
24855,"Hey, don't blame me for wigging tonight!",Monica,anger,1.0,2829,10,597.0
24856,"Oh, who should I blame? The nice bell man who had to drag out luggage to 10 different rooms?",Chandler,anger,1.0,2829,11,597.0
24857,"I don't know, how about the idiot who thought he could drive from Albany to Canada on a half a tank of gas!",Monica,anger,1.0,2829,12,597.0
24858,Do not speak ill of the dead.,Chandler,anger,1.0,2829,13,597.0
24859,"We're supposed to uh, be spending a romantic weekend together, it-it, what is the matter with you?",Monica,anger,1.0,2829,14,597.0
24860,"I just want to watch a little television. What is the big deal? Geez, relax mom.",Chandler,sadness,0.0,2829,15,597.0
24861,Yeah.,Chandler,neutral,0.0,2830,0,597.0
24862,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",Monica,anger,0.0,2830,1,597.0
24863,And we're not a couple of suckers!,Monica,anger,0.0,2830,2,597.0
24864,"I hear ya, Mugsy!",Chandler,neutral,0.0,2830,3,597.0
24865,"But look, all these rooms are fine okay?",Chandler,neutral,0.0,2830,4,597.0
24866,"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",Chandler,anger,0.0,2830,5,597.0
24867,"Okay,",Monica,neutral,0.0,2830,6,597.0
24868,Nothing! It's over! Dammit! This is regularly scheduled programming!,Chandler,anger,0.0,2830,7,597.0
24869,Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?,Monica,disgust,0.0,2830,8,597.0
24870,"Oh, I'm sorry, am I getting in the way of all the room switching fun?",Chandler,anger,0.0,2830,9,597.0
24871,"Hey, don't blame me for wigging tonight!",Monica,anger,0.0,2830,10,597.0
24872,"Oh, who should I blame? The nice bell man who had to drag out luggage to 10 different rooms?",Chandler,anger,0.0,2830,11,597.0
24873,"I don't know, how about the idiot who thought he could drive from Albany to Canada on a half a tank of gas!",Monica,anger,0.0,2830,12,597.0
24874,Do not speak ill of the dead.,Chandler,anger,0.0,2830,13,597.0
24875,"We're supposed to uh, be spending a romantic weekend together, it-it, what is the matter with you?",Monica,anger,1.0,2830,14,597.0
24876,"I just want to watch a little television. What is the big deal? Geez, relax mom.",Chandler,sadness,1.0,2830,15,597.0
24877,What did you say?,Monica,anger,1.0,2830,16,597.0
24878,"I said, ""Geez, relax Monnnnn.""",Chandler,fear,0.0,2830,17,597.0
24879,"Y'know, maybe it's best that we never got to do it again.",Monica,neutral,0.0,2831,0,598.0
24880,"Yeah, it kinda makes that-that one night special.  Y'know, technically we still",Chandler,neutral,0.0,2831,1,598.0
24881,"I'm gonna go to the bathroom, maybe I'll see you there in a bit?",Monica,neutral,0.0,2831,2,598.0
24882,Kay!,Chandler,neutral,0.0,2831,3,598.0
24883,Can I ask you something?,Joey,neutral,1.0,2831,4,598.0
24884,"Uhh, no.",Chandler,neutral,1.0,2831,5,598.0
24885,"Felicity and I, we're watching",Joey,neutral,1.0,2831,6,598.0
24886,No.,Chandler,neutral,1.0,2831,7,598.0
24887,"I mean, the giant is like five years younger than me, y'know, you think I'll ever get there?",Joey,neutral,1.0,2831,8,598.0
24888,Yes.,Chandler,neutral,0.0,2831,9,598.0
24889,Thanks man.,Joey,neutral,0.0,2831,10,598.0
24890,Okay man.,Chandler,neutral,0.0,2831,11,598.0
24891,But what about how much taller he is than me?,Joey,neutral,1.0,2831,12,598.0
24892,"I mean, there's no way I can make myself taller now, y'know?",Joey,neutral,1.0,2831,13,598.0
24893,"And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?",Joey,anger,1.0,2831,14,598.0
24894,"Y'know, maybe it's best that we never got to do it again.",Monica,neutral,0.0,2832,0,598.0
24895,"Yeah, it kinda makes that-that one night special.  Y'know, technically we still",Chandler,neutral,0.0,2832,1,598.0
24896,"I'm gonna go to the bathroom, maybe I'll see you there in a bit?",Monica,neutral,0.0,2832,2,598.0
24897,Kay!,Chandler,neutral,0.0,2832,3,598.0
24898,Can I ask you something?,Joey,neutral,0.0,2832,4,598.0
24899,"Uhh, no.",Chandler,neutral,0.0,2832,5,598.0
24900,"Felicity and I, we're watching",Joey,neutral,0.0,2832,6,598.0
24901,No.,Chandler,neutral,0.0,2832,7,598.0
24902,"I mean, the giant is like five years younger than me, y'know, you think I'll ever get there?",Joey,neutral,0.0,2832,8,598.0
24903,Yes.,Chandler,neutral,0.0,2832,9,598.0
24904,Thanks man.,Joey,neutral,0.0,2832,10,598.0
24905,Okay man.,Chandler,neutral,0.0,2832,11,598.0
24906,But what about how much taller he is than me?,Joey,neutral,0.0,2832,12,598.0
24907,"I mean, there's no way I can make myself taller now, y'know?",Joey,neutral,0.0,2832,13,598.0
24908,"And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?",Joey,anger,0.0,2832,14,598.0
24909,"Hey, Monica, wow you've been in the bathroom for like a half-hour.",Joey,surprise,1.0,2832,15,598.0
24910,"Y'know, maybe it's best that we never got to do it again.",Monica,neutral,0.0,2833,0,598.0
24911,"Yeah, it kinda makes that-that one night special.  Y'know, technically we still",Chandler,neutral,1.0,2833,1,598.0
24912,"I'm gonna go to the bathroom, maybe I'll see you there in a bit?",Monica,neutral,1.0,2833,2,598.0
24913,Kay!,Chandler,neutral,1.0,2833,3,598.0
24914,Can I ask you something?,Joey,neutral,0.0,2833,4,598.0
24915,"Uhh, no.",Chandler,neutral,0.0,2833,5,598.0
24916,"Felicity and I, we're watching",Joey,neutral,0.0,2833,6,598.0
24917,No.,Chandler,neutral,0.0,2833,7,598.0
24918,"I mean, the giant is like five years younger than me, y'know, you think I'll ever get there?",Joey,neutral,0.0,2833,8,598.0
24919,Yes.,Chandler,neutral,0.0,2833,9,598.0
24920,Thanks man.,Joey,neutral,0.0,2833,10,598.0
24921,Okay man.,Chandler,neutral,0.0,2833,11,598.0
24922,But what about how much taller he is than me?,Joey,neutral,0.0,2833,12,598.0
24923,"I mean, there's no way I can make myself taller now, y'know?",Joey,neutral,0.0,2833,13,598.0
24924,"And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?",Joey,anger,0.0,2833,14,598.0
24925,"Hey, Monica, wow you've been in the bathroom for like a half-hour.",Joey,surprise,1.0,2833,15,598.0
24926,I know!,Monica,anger,0.0,2833,16,598.0
24927,"Y'know, maybe it's best that we never got to do it again.",Monica,neutral,0.0,2834,0,598.0
24928,"Yeah, it kinda makes that-that one night special.  Y'know, technically we still",Chandler,neutral,0.0,2834,1,598.0
24929,"I'm gonna go to the bathroom, maybe I'll see you there in a bit?",Monica,neutral,0.0,2834,2,598.0
24930,Kay!,Chandler,neutral,0.0,2834,3,598.0
24931,Can I ask you something?,Joey,neutral,0.0,2834,4,598.0
24932,"Uhh, no.",Chandler,neutral,0.0,2834,5,598.0
24933,"Felicity and I, we're watching",Joey,neutral,0.0,2834,6,598.0
24934,No.,Chandler,neutral,0.0,2834,7,598.0
24935,"I mean, the giant is like five years younger than me, y'know, you think I'll ever get there?",Joey,neutral,0.0,2834,8,598.0
24936,Yes.,Chandler,neutral,0.0,2834,9,598.0
24937,Thanks man.,Joey,neutral,0.0,2834,10,598.0
24938,Okay man.,Chandler,neutral,0.0,2834,11,598.0
24939,But what about how much taller he is than me?,Joey,neutral,0.0,2834,12,598.0
24940,"I mean, there's no way I can make myself taller now, y'know?",Joey,neutral,0.0,2834,13,598.0
24941,"And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?",Joey,anger,0.0,2834,14,598.0
24942,"Hey, Monica, wow you've been in the bathroom for like a half-hour.",Joey,surprise,0.0,2834,15,598.0
24943,I know!,Monica,anger,1.0,2834,16,598.0
24944,"Had the beef-tips, huh?",Joey,neutral,0.0,2834,17,598.0
24945,"Good-bye and God speed, Hope Brady.",Dr. Wesley,neutral,1.0,2835,0,599.0
24946,Not so fast Wesley!,Dr. Drake Remoray,anger,1.0,2835,1,599.0
24947,Ramoray!,Dr. Wesley,sadness,0.0,2835,2,599.0
24948,"Good-bye and God speed, Hope Brady.",Dr. Wesley,neutral,0.0,2836,0,599.0
24949,Not so fast Wesley!,Dr. Drake Remoray,anger,1.0,2836,1,599.0
24950,Ramoray!,Dr. Wesley,sadness,1.0,2836,2,599.0
24951,"That's right Wesley! I just stopped by to say that, you're not a real doctor! And that woman's brain, is fine!",Dr. Drake Remoray,anger,1.0,2836,3,599.0
24952,Oh! Thank God!,Rachel,joy,0.0,2836,4,599.0
24953,Hope! Hope!,Dr. Drake Remoray,joy,0.0,2836,5,599.0
24954,"Good-bye and God speed, Hope Brady.",Dr. Wesley,neutral,0.0,2837,0,599.0
24955,Not so fast Wesley!,Dr. Drake Remoray,anger,0.0,2837,1,599.0
24956,Ramoray!,Dr. Wesley,sadness,0.0,2837,2,599.0
24957,"That's right Wesley! I just stopped by to say that, you're not a real doctor! And that woman's brain, is fine!",Dr. Drake Remoray,anger,0.0,2837,3,599.0
24958,Oh! Thank God!,Rachel,joy,0.0,2837,4,599.0
24959,Hope! Hope!,Dr. Drake Remoray,joy,0.0,2837,5,599.0
24960,Drake!,Hope,joy,0.0,2837,6,599.0
24961,"You're not dying Hope, you're gonna live a long, healthy life. With me.",Dr. Drake Remoray,joy,0.0,2837,7,599.0
24962,Oh Drake.,Hope,joy,0.0,2837,8,599.0
24963,Okay!,Rachel,joy,1.0,2837,9,599.0
24964,Here we go!,Rachel,joy,1.0,2837,10,599.0
24965,Okay!,Rachel,joy,1.0,2837,11,599.0
24966,"Hi, Joey!",Rachel,joy,1.0,2837,12,599.0
24967,It's Rachel!,Rachel,joy,1.0,2837,13,599.0
24968,"Umm, I am free tomorrow night.",Rachel,neutral,1.0,2837,14,599.0
24969,"Mom, would you relax.",Rachel,sadness,1.0,2838,0,600.0
24970,"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",Rachel,sadness,1.0,2838,1,600.0
24971,"Mom, c'mon, stop worrying.",Rachel,fear,0.0,2838,2,600.0
24972,"Mom, would you relax.",Rachel,sadness,0.0,2839,0,600.0
24973,"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",Rachel,sadness,0.0,2839,1,600.0
24974,"Mom, c'mon, stop worrying.",Rachel,fear,1.0,2839,2,600.0
24975,"This is a safe street, this is a safe building, there's nothing",Rachel,neutral,1.0,2839,3,600.0
24976,"Mom, would you relax.",Rachel,sadness,0.0,2840,0,600.0
24977,"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",Rachel,sadness,0.0,2840,1,600.0
24978,"Mom, c'mon, stop worrying.",Rachel,fear,0.0,2840,2,600.0
24979,"This is a safe street, this is a safe building, there's nothing",Rachel,neutral,1.0,2840,3,600.0
24980,Hi.,Stranger,neutral,1.0,2840,4,600.0
24981,"Hi, hi can I help you?",Rachel,joy,0.0,2840,5,600.0
24982,"Mom, would you relax.",Rachel,sadness,0.0,2841,0,600.0
24983,"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",Rachel,sadness,0.0,2841,1,600.0
24984,"Mom, c'mon, stop worrying.",Rachel,fear,0.0,2841,2,600.0
24985,"This is a safe street, this is a safe building, there's nothing",Rachel,neutral,0.0,2841,3,600.0
24986,Hi.,Stranger,neutral,0.0,2841,4,600.0
24987,"Hi, hi can I help you?",Rachel,joy,0.0,2841,5,600.0
24988,"Yeah, I'm looking for Phoebe, does she still live here?",Stranger,neutral,1.0,2841,6,600.0
24989,"Uh, no she doesn't but I can, I can get a message to her.",Rachel,neutral,1.0,2841,7,600.0
24990,"Mom, would you relax.",Rachel,sadness,0.0,2842,0,600.0
24991,"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",Rachel,sadness,0.0,2842,1,600.0
24992,"Mom, c'mon, stop worrying.",Rachel,fear,0.0,2842,2,600.0
24993,"This is a safe street, this is a safe building, there's nothing",Rachel,neutral,0.0,2842,3,600.0
24994,Hi.,Stranger,neutral,0.0,2842,4,600.0
24995,"Hi, hi can I help you?",Rachel,joy,0.0,2842,5,600.0
24996,"Yeah, I'm looking for Phoebe, does she still live here?",Stranger,neutral,0.0,2842,6,600.0
24997,"Uh, no she doesn't but I can, I can get a message to her.",Rachel,neutral,0.0,2842,7,600.0
24998,"Great. Uhh, just tell her her husband stopped by.",Stranger,neutral,1.0,2842,8,600.0
24999,What?,Rachel,surprise,0.0,2842,9,600.0
25000,"Mom, would you relax.",Rachel,sadness,0.0,2843,0,600.0
25001,"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",Rachel,sadness,0.0,2843,1,600.0
25002,"Mom, c'mon, stop worrying.",Rachel,fear,0.0,2843,2,600.0
25003,"This is a safe street, this is a safe building, there's nothing",Rachel,neutral,0.0,2843,3,600.0
25004,Hi.,Stranger,neutral,0.0,2843,4,600.0
25005,"Hi, hi can I help you?",Rachel,joy,0.0,2843,5,600.0
25006,"Yeah, I'm looking for Phoebe, does she still live here?",Stranger,neutral,0.0,2843,6,600.0
25007,"Uh, no she doesn't but I can, I can get a message to her.",Rachel,neutral,0.0,2843,7,600.0
25008,"Great. Uhh, just tell her her husband stopped by.",Stranger,neutral,0.0,2843,8,600.0
25009,What?,Rachel,surprise,1.0,2843,9,600.0
25010,"Hey, how, how did you do that?",Stranger,surprise,0.0,2843,10,600.0
25011,"Alright, somebody.",Rachel,neutral,0.0,2844,0,601.0
25012,"OK, I'll go. OK, senior year of college... on a pool table.",Monica,neutral,0.0,2844,1,601.0
25013,Whoooaa!,All,surprise,0.0,2844,2,601.0
25014,That's my sister.,Ross,neutral,0.0,2844,3,601.0
25015,OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.,Joey,neutral,1.0,2844,4,601.0
25016,Oh my God! What were you doing in a library?,Monica,surprise,0.0,2844,5,601.0
25017,"Alright, somebody.",Rachel,neutral,0.0,2845,0,601.0
25018,"OK, I'll go. OK, senior year of college... on a pool table.",Monica,neutral,0.0,2845,1,601.0
25019,Whoooaa!,All,surprise,0.0,2845,2,601.0
25020,That's my sister.,Ross,neutral,0.0,2845,3,601.0
25021,OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.,Joey,neutral,0.0,2845,4,601.0
